,,,,,,,,,,,
16:45,breakthrough reversal,this was the first move in the a new HTF move so initially it was probably against the move however it thhen became the HTF move so it was altumately withdirection,reversal breakthrough,started from the TTF resistance (lower extremity) but the previous leg up on this timeframe reversd from the HHTF resistance point,slightly overshot the lower extremity of the resistance point but within the expected TTF area,"""HTF/TTF fib. Case could be made for both however the HTF, yellow, looks to basically be the fib that has more impact""",HHTF fib as well as HTF and TTF support,nope,it was a straight one swing affair on the LTF. It reversed and brokethrough LTF resistnace in one swing from line. Basically the LTF move was a reversal breakthrough that only stopped at the HTF 50% fib point,stalled at the 50% HTF fib level but then carried on to get to the 60% HTF fib level,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
16:50,breakthrough reversal,this was a hard little move to try and pin a direction in relation to the HTF becuse teh HTF was not exactly sure what it was gonna be. This could probably be seen as a against HTF move directin but it dpeends on what point in time you was looking at,"""HTF/TTF fib. Case could be made for both however the HTF, yellow, looks to basically be the fib that has more impat""",HHTF fib as well as HTF and TTF support,nope,50% fib,HTF 61%,"""slightly overshot the HTF fib level it staretd from however the TTF fib it started from, if that was the perspsective, was largely overshot""",there was a slight half double botto,this was probablyu a hard one to try and figure out if it ws with or against teh HTF move becasuse the previous move in the TTF was synonimous with the HTF move and stopped at the HTF fib point so I think it was just a bit of a up in the air moment and the HHTF may have been neeeded in order to know what type of move to expect the HTF move to be in order to know the general diredcdtion of the TTF moves,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
16:54,breakthrough reversal,with direction,50% fib,HTF 61%,"""slightly overshot the HTF fib level it staretd from however the TTF fib it started from, if that was the perspsective, was largely overshot""",breakthrough reversal,50% fib,it overshot a little,it had a half double bottom. ,The first leg of the bottom was a slow reversal that took a few candles on the LTF but the second down leg was very very quick and was ended within one candle,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
16:58,breakthrough reversal,opposite direction,breakthrough reversal,50% fib,it overshot a little,50 % fib,just undershooting the HTF resistance (closest line),slightly undershot,"""not really. There was a slight half double bottom but not really, by the time it happened the progression of the downward move was not very much""",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:00,breakthrough reversal,with direction,50 % fib,just undershooting the HTF resistance (closest line),slightly undershot,breakout reversal,50% fib,nope,"""ye, it reversed with multiple swings and was basdicallly a double bottom""",what a move! This move was massive. It didnt stop for quite a while and broke through plenty of HTF resistance areas as well as some HHTF resissatnce areas. The move only stopped at the HHTF resistance area at the top. It stalled at a few HTF resistance areas a little bitfurrther down the move but nothing thatstopped it. I think this has something to do with the fact that this move was basically the HHTF move playing out. It didnt have to stop at any point along the way bsically.,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:23,breakthrough reversal,opposite direction,breakout reversal,50% fib,nope,LTF support build up,HHTF/HTF resistamce,nope,a little bit it had quite a slo0w reversal with two broad duble top legs. It was slow enough that the move wouldnt come as a surprse,"""the move ended vefore it reached the TTF fib point, it jsut stopped as it couldnt get past the LTF support that had built up as it was moving down""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:28,breakthrough reversal,with direction,LTF support build up,HHTF/HTF resistamce,nope,reversal breakthrouh,LTF support build up,no it pretty much formed a double bottom on the LTF,"""it had multiple swings, madeea double bottom""","""broke thrugh a few HTF resistance areas and stopped at the TTF resistance point within the HTF resistance point tha twas also within the HHTF resistance area. The LTF area also stalled for a few candles before the TTF line that would stop the move, before quickly popping up and touching it""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:30,breakthrough reversal,opposite direction,reversal breakthrouh,LTF support build up,no it pretty much formed a double bottom on the LTF,61% fin,TTF resistance witihin HTF resistance,yes itovershot the 61% fib line by a lot,it had a minor half double top but nothing major and was basically one move on the LTF. The LTF did make a stall and a few moves atthe 31% fib level on the TTF though but this did not stop the move,"""this move was almost two moves in one. The first leg down reversed basically in one swoop and the LTF made a reversal to the TTF 50% fib in one move before reversing down again and forming a double bottom then that was the end of the move. So a least in this case, a TF higher S/R move can look like there is a new move on thathigher TF butit is still just as swing on the TF below""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:36,breakthrough reversal,with direction,61% fin,TTF resistance witihin HTF resistance,yes itovershot the 61% fib line by a lot,reversal,TTF 61% fib,it overshot the 61% fib it started from,itmade a double bottom but the upward leg inbeetwen the two down legs was a TTF fib move so that looked like a new move almost on the TTF,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:43,breakthrough reversal,against direction,reversal,TTF 61% fib,it overshot the 61% fib it started from,fib 50%,in the middle of TTF resisitance area,in the middle,yes it had double top,"""it was a very quick move, if you can call it that. It was jus one minute long""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:44,breakthrough reversal,with direction,fib 50%,in the middle of TTF resisitance area,in the middle,breakthrough reversal,ttf fib 50%,no,one swing on the LTF for this reversal,"""this again was a carry on of the HHTF move on the TTF. Once it got to the extremity of teh HHTF resistance, as shown with the bold line, there was no other resistance for the price to get to on any TF for around 15 pips from that line. And that resistance was only on the TTF. The one most likely to stop this move would have to be on the HHTF but that resistance wouldnt come for another 30 pips or. Effectively the price after that dark bold line would be in a void for a while. It would only reverse because it spontaneously dod or because of  LTF resistance build up in my opinion""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:49,breakthrough reversal,aginst direction,breakthrough reversal,ttf fib 50%,no,fib 50%,a bit past the HHTF resistance (furthest line) but no where in particular resistnace wise,overshot the HHTF line but it is very unlikely to be exactly on that line from the TTF,one swing ,again a very short move on the opposite direction,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:50,breakthrough reversal,with direction,fib 50%,a bit past the HHTF resistance (furthest line) but no where in particular resistnace wise,overshot the HHTF line but it is very unlikely to be exactly on that line from the TTF,reversal,TTF fib 50%,overshot the TTF closest line slightly,no it ws one swing,this move stalled slightly at the TTF fib area before quicly pushing up past the TTF resisitance area,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:53,breakthrough reversal,opposte direction,reversal,TTF fib 50%,overshot the TTF closest line slightly,reversal bvreakthrough,TTF resistance,ovbershot the closest line slightly,it was one swing on the LTF ,"""this was a big move in the opposite direction, itwas at a point, the HHTF resistance, where it could have reversed the HTF move at least so im guessing that is why the move was so big. It was not a new HTF move just yet because of the move that would follow this move. """,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:55,breakthrough reversal,with direction,reversal bvreakthrough,TTF resistance,ovbershot the closest line slightly,reversal,TTF support / 23% HTF fib,it did undershoot the HTF fib by a bit,it was a massive swing on the LTF,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,5m HTF,,,,,,,,
,,,,,,,,,,,
17:55,breakthrough reversal,opposite direction,breakout reversal,HTF support (further extremity) / HHTF fib,"""it was exacly at that line, both of them actuallly""",23% fib,HHHTF resistance (furthest line),it did overshoot a bit bt the line that stopped it was 2 TF higher so was not expecting an exact stop,yes there was a double top on the TTF with a few reversals in each directino,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,1m TTF,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17:57,23% fib,was against the HTF move initially but then it became the HTF move so it was ultimately with direction,reversal,TTF support / 23% HTF fib,it did undershoot the HTF fib by a bit,reversal / HTF 23% fib,TTF resistance,it did overshoot. It went in the middle of the two lines,it was a half double top,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:01,23% fib,opposite direction,reversal / HTF 23% fib,TTF resistance,it did overshoot. It went in the middle of the two lines,50% fib,HTF 23% fib / TTF support,it overshot the TTF support but not the Htf fib,it had a small double bottom wherer the swing in between the two down legs was very small,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:03,23% fib,with direction,50% fib,HTF 23% fib / TTF support,it overshot the TTF support but not the Htf fib,reversal,50% fib,lsightly undershot the TTF resisatnce pont,one swing,this was very quick in the direction that the HTF move was in,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,5m HTF,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:00,breakthrough reversal,with direction,23% fib,HHHTF resistance (furthest line),it did overshoot a bit bt the line that stopped it was 2 TF higher so was not expecting an exact stop,reversal,23% fib,nope,it had a douible bottom of sorts. A bit of a more complex move as there were a few reversals in both directions before the move got decided,this move only structure it had really was the HHHTF resistance and the previous HTF upswing as resistance before there was a void. Also this was part of a double top that reversed the HHTF move,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,1m TTF,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:04,reversal,was against the HTF move at first but then became the HTFmove so was woth direction ultimately,reversal,50% fib,lsightly undershot the TTF resisatnce pont,reversal,TTF support,slightly undershot,no 1 swing,the move stalled at the closest TTF resisistance line within the HTF resistance area. It stalled to the point that it made a mini fib move on the TTF down to the 31% fib line up to that point. It then stalled a bit before carryong on and only stoppin at the furthest line at the HTF resistance.,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:12,reversal,against direction,reversal,TTF support,slightly undershot,mini reversal,HTF resistance (furthest line),no,no it was 1 swing,this was barely a new move. Basically a pullback in the LTF but made an impact on the TTF,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:13,reversal,with direction,mini reversal,HTF resistance (furthest line),no,reversal breakout,mini TTF support,yes overshoot the HTF and TTF lines,no it was a one swing reversal,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:15,reversal,opposite direction,reversal breakout,mini TTF support,yes overshoot the HTF and TTF lines,fib 61%,HTF resistance,overshot quite a lot,it had a half double top,"""the moves before this move on the chart were leaving me with a few options as to where you could draw the fib, wether it would be the HTF or the TTF fib. I drew both, yellow is HTF, as you can see it adhered to the TTF fib more. The move stalled slightly at the 31% fib level also. This move also created a bottom wick on the HTF candle meaning that it could have been percieved as a new move.""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:20,reversal,with direction,fib 61%,HTF resistance,overshot quite a lot,fib 61%,TTF 61%,no,yes it was a double bottom,this could ahve also been affected by the HTF resistance line at this point s the move before made a lower wick on the HTF candle so it could have been seen as a legitimate resistance area,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,5m HTF,,,,,,,,
,,,,,,,,,,,
18:15,breakthrough reversal,opposite direction,reversal,23% fib,nope,reversal,HHHTF resistance as well as HTF resistance,"""it ivershot the HHHTF resistance as well as the HTF line, both were the furthest lines""",the TTF had a half double bottom sortof ,this is the only reversal on the HTF for quite a while. It also stalled a little bit at the HTF support also but did not reverse the move,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,1m TTF,,,,,,,,
,,,,,,,,,,,
18:26,reversal,was opposite direction initially but then it became the HTF move so it was then the with HTF move direction,fib 61%,TTF 61%,no,reversal breakthrough,TTF 61% fib,slightly overshot,had ahald double top,"""this was a big move. It stalled at the TTF 61% fib, yellow fib, it didnt stop therer though but had aniother stall at the closeset HTF support line and reversed it slightly to a TTF fib point at that point. The close TTF support line after the close HTF line also played a part in slightly reversing the move. """,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,5m HTF,,,,,,,,
,,,,,,,,,,,
18:40,breakthrough reversal,same direction,reversal,HHHTF resistance as well as HTF resistance,"""it overshot the HHHTF resistance as well as the HTF line, both were the furthest lines""",fib 50%,HTF support (closest line) / HHTF 23% fib,slightly the HTF support,no it was one move,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,1m TTF,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
18:41,fib 50%,was opposite with the HTF move but it became a new HTF move so was with the direction,reversal breakthrough,TTF 61% fib,slightly overshot,HTF/TTF fib ,HTF support / HHTF 23% fib,slightly overshot the HTF support ,double bottom on the LTF ,"""the last two TTF moves were synimous witht the last two HTF moves. Therefore when this move might have been considered a breakthrough reversal on another context, in this cintext it is only a fib move as the TTF and HTF fibs are the same""",
